id,movie_id,user_id,rating,comment,created_at
157,173,27,4,,2025-03-27 17:23:08.279638
158,116,27,3,The Midnight Curse é um filme decente. Vale a pena assistir.,2024-12-15 17:23:08.279638
159,97,27,3,,2024-11-07 17:23:08.279638
160,147,27,3,,2025-01-15 17:23:08.279638
161,105,27,3,Echo Nights é um filme decente. Vale a pena assistir.,2025-05-12 17:23:08.279638
162,137,27,4,,2024-11-19 17:23:08.279638
163,45,28,4,,2025-07-22 17:23:08.279638
164,115,28,3,,2025-04-26 17:23:08.279638
165,164,28,3,,2025-04-21 17:23:08.279638
166,146,28,3,,2025-09-30 17:23:08.279638
167,175,28,3,,2025-08-13 17:23:08.279638
168,4,28,3,,2025-03-20 17:23:08.279638
169,146,29,2,,2025-03-21 17:23:08.279638
170,32,29,4,Excelente filme! Echoes of Sun superou minhas expectativas.,2025-06-17 17:23:08.279638
171,121,29,3,,2025-01-07 17:23:08.279638
172,178,29,3,,2025-01-15 17:23:08.279638
173,17,29,2,Que desperdício de tempo! The Dark Knight é muito fraco.,2025-08-18 17:23:08.279638
174,50,29,3,Silent Party é um filme decente. Vale a pena assistir.,2024-12-06 17:23:08.279638
175,122,30,4,,2025-05-11 17:23:08.279638
176,83,30,4,,2025-09-16 17:23:08.279638
177,154,30,3,,2025-01-09 17:23:08.279638
178,74,30,4,Final Party é uma obra-prima. Recomendo muito!,2025-09-17 17:23:08.279638
179,174,30,3,Entretenimento razoável. Lost Nights cumpre seu propósito.,2025-07-05 17:23:08.279638
180,55,30,3,,2025-04-16 17:23:08.279638
181,55,31,4,,2025-09-04 17:23:08.279638
182,61,31,4,The Final Connection é uma obra-prima. Recomendo muito!,2025-05-30 17:23:08.279638
183,37,31,3,,2024-11-05 17:23:08.279638
184,49,31,3,,2025-02-01 17:23:08.279638
185,78,31,4,,2024-12-29 17:23:08.279638
186,166,31,4,,2025-02-05 17:23:08.279638
187,193,32,4,,2024-10-26 17:23:08.279638
188,131,32,4,Que filme incrível! The Silent Protocol merece todos os prêmios.,2025-03-19 17:23:08.279638
189,61,32,4,Que filme incrível! The Final Connection merece todos os prêmios.,2025-07-30 17:23:08.279638
190,141,32,3,,2024-12-02 17:23:08.279638
191,185,32,4,,2024-11-15 17:23:08.279638
192,159,32,3,,2024-11-12 17:23:08.279638
193,47,33,3,,2025-03-21 17:23:08.279638
194,60,33,3,,2025-08-21 17:23:08.279638
195,176,33,3,,2025-06-17 17:23:08.279638
196,112,33,3,,2025-01-05 17:23:08.279638
197,169,33,4,,2025-09-07 17:23:08.279638
198,118,33,3,,2025-05-20 17:23:08.279638
199,10,34,3,Entretenimento razoável. Dona Flor e Seus Dois Maridos cumpre seu propósito.,2025-03-07 17:23:08.279638
200,91,34,3,"Dream Nights tem momentos bons, mas poderia ser melhor.",2024-10-29 17:23:08.279638
201,124,34,4,,2025-08-27 17:23:08.279638
202,129,34,3,The Lost Protocol é um filme decente. Vale a pena assistir.,2025-08-05 17:23:08.279638
203,2,34,3,,2025-09-26 17:23:08.279638
204,176,34,3,,2025-01-16 17:23:08.279638
205,184,35,4,,2025-03-15 17:23:08.279638
206,92,35,4,,2025-09-02 17:23:08.279638
207,52,35,4,,2025-07-27 17:23:08.279638
208,73,35,3,,2025-03-08 17:23:08.279638
209,154,35,3,,2025-07-19 17:23:08.279638
210,95,35,4,,2025-04-26 17:23:08.279638
211,107,36,3,"Final Rising tem momentos bons, mas poderia ser melhor.",2024-11-04 17:23:08.279638
212,135,36,3,,2025-07-10 17:23:08.279638
213,16,36,3,,2025-03-02 17:23:08.279638
214,103,36,3,Midnight Legacy é um filme decente. Vale a pena assistir.,2024-11-27 17:23:08.279638
215,157,36,3,,2024-12-09 17:23:08.279638
216,95,36,3,,2025-01-16 17:23:08.279638
217,4,37,3,O Auto da Compadecida é um filme decente. Vale a pena assistir.,2024-12-07 17:23:08.279638
218,5,37,3,Lisbela e o Prisioneiro é um filme decente. Vale a pena assistir.,2024-10-18 17:23:08.279638
219,193,37,3,"The Silent Effect tem momentos bons, mas poderia ser melhor.",2025-06-04 17:23:08.279638
220,162,37,3,"Silent Nights tem momentos bons, mas poderia ser melhor.",2025-03-16 17:23:08.279638
221,34,37,3,,2025-02-06 17:23:08.279638
222,68,37,3,,2025-08-02 17:23:08.279638
223,171,38,4,,2025-05-07 17:23:08.279638
224,97,38,4,,2024-11-14 17:23:08.279638
225,33,38,3,,2025-01-10 17:23:08.279638
226,190,38,4,,2025-03-14 17:23:08.279638
227,136,38,3,"Bom filme, mas esperava mais de The Final Curse.",2025-06-27 17:23:08.279638
228,66,38,4,,2025-09-09 17:23:08.279638
229,44,39,4,,2025-05-27 17:23:08.279638
230,109,39,3,,2025-07-05 17:23:08.279638
231,139,39,3,,2025-02-13 17:23:08.279638
232,65,39,3,,2025-06-12 17:23:08.279638
233,185,39,3,,2025-07-09 17:23:08.279638
234,194,39,3,,2025-05-14 17:23:08.279638
235,164,40,2,"The Shadow Curse tem uma premissa boa, mas a execução é péssima.",2025-04-29 17:23:08.279638
236,144,40,3,,2025-08-23 17:23:08.279638
237,1,40,3,,2024-11-01 17:23:08.279638
238,11,40,3,The Godfather é um filme decente. Vale a pena assistir.,2025-05-06 17:23:08.279638
239,25,40,3,,2025-06-21 17:23:08.279638
240,154,40,3,,2025-06-25 17:23:08.279638
241,104,41,3,"Echo Nights tem momentos bons, mas poderia ser melhor.",2024-11-16 17:23:08.279638
242,125,41,4,,2025-03-27 17:23:08.279638
243,35,41,3,Shadow Run é um filme decente. Vale a pena assistir.,2024-10-19 17:23:08.279638
244,144,41,3,,2024-12-11 17:23:08.279638
245,31,41,4,The Midnight Paradox é uma obra-prima. Recomendo muito!,2025-07-08 17:23:08.279638
246,27,41,3,,2025-02-14 17:23:08.279638
247,15,42,3,"The Matrix tem momentos bons, mas poderia ser melhor.",2025-03-10 17:23:08.279638
248,33,42,3,"Bom filme, mas esperava mais de The Silent Protocol.",2024-10-07 17:23:08.279638
249,115,42,4,,2025-08-29 17:23:08.279638
250,69,42,3,Entretenimento razoável. Midnight Party cumpre seu propósito.,2025-08-24 17:23:08.279638
251,105,42,10,Entretenimento razoável. Echo Nights cumpre seu propósito.,2025-03-01 17:23:08.279638
252,25,42,3,,2025-07-06 17:23:08.279638
253,7,43,3,Carandiru é um filme decente. Vale a pena assistir.,2024-10-25 17:23:08.279638
254,59,43,3,,2025-01-11 17:23:08.279638
255,89,43,3,The Midnight Connection é um filme decente. Vale a pena assistir.,2025-05-01 17:23:08.279638
256,58,43,3,,2024-11-25 17:23:08.279638
257,103,43,3,"Midnight Legacy tem momentos bons, mas poderia ser melhor.",2024-11-07 17:23:08.279638
258,177,43,4,The Dream Connection é uma obra-prima. Recomendo muito!,2025-08-03 17:23:08.279638
259,106,44,4,Adorei The Midnight Syndicate. Atuações incríveis e roteiro envolvente.,2025-08-26 17:23:08.279638
260,156,44,3,,2025-09-12 17:23:08.279638
261,181,44,3,,2025-08-03 17:23:08.279638
262,26,44,3,,2024-11-20 17:23:08.279638
263,107,44,3,"Bom filme, mas esperava mais de Final Rising.",2024-10-06 17:23:08.279638
264,28,44,3,,2025-05-31 17:23:08.279638
265,121,45,4,,2024-12-23 17:23:08.279638
266,105,45,3,,2024-11-01 17:23:08.279638
267,121,45,3,,2025-01-07 17:23:08.279638
268,178,45,2,Evitem The Final Directive. Péssimo roteiro e atuações.,2024-12-16 17:23:08.279638
269,94,45,3,,2025-06-25 17:23:08.279638
270,126,45,3,"The Final Directive tem momentos bons, mas poderia ser melhor.",2025-09-15 17:23:08.279638
271,115,46,3,"Whispers of Lost tem momentos bons, mas poderia ser melhor.",2024-12-03 17:23:08.279638
272,70,46,4,Excelente filme! Street Shadow superou minhas expectativas.,2025-03-09 17:23:08.279638
273,170,46,2,Que desperdício de tempo! Sun Run é muito fraco.,2025-05-14 17:23:08.279638
274,71,46,3,,2025-02-14 17:23:08.279638
275,99,46,3,,2024-12-14 17:23:08.279638
276,150,46,3,,2025-02-09 17:23:08.279638
277,51,47,2,,2025-09-06 17:23:08.279638
278,191,47,3,Shadows of Midnight é um filme decente. Vale a pena assistir.,2025-02-16 17:23:08.279638
279,7,47,3,,2024-10-10 17:23:08.279638
280,133,47,2,,2025-05-15 17:23:08.279638
281,168,47,3,"Final Run tem momentos bons, mas poderia ser melhor.",2025-07-22 17:23:08.279638
282,31,47,3,,2025-04-15 17:23:08.279638
283,129,48,4,,2024-12-20 17:23:08.279638
284,189,48,4,,2025-06-22 17:23:08.279638
285,98,48,4,,2024-11-15 17:23:08.279638
286,96,48,4,,2024-10-18 17:23:08.279638
287,121,48,4,,2025-06-03 17:23:08.279638
288,3,48,3,,2024-10-11 17:23:08.279638
289,41,49,4,,2025-07-06 17:23:08.279638
290,93,49,3,"Lost Legacy tem momentos bons, mas poderia ser melhor.",2024-10-07 17:23:08.279638
291,33,49,3,,2024-12-07 17:23:08.279638
292,100,49,3,,2025-01-11 17:23:08.279638
293,186,49,3,Entretenimento razoável. The Silent Adventure cumpre seu propósito.,2024-10-27 17:23:08.279638
294,188,49,3,,2024-11-10 17:23:08.279638
295,54,50,3,,2025-01-24 17:23:08.279638
296,78,50,3,,2025-01-23 17:23:08.279638
297,112,50,2,Dark Shadow foi uma decepção. Não recomendo.,2025-04-23 17:23:08.279638
298,51,50,2,,2025-06-13 17:23:08.279638
299,34,50,3,"Bom filme, mas esperava mais de The Silent Adventure.",2024-12-05 17:23:08.279638
300,133,50,3,,2024-12-10 17:23:08.279638
301,168,51,2,"Final Run tem uma premissa boa, mas a execução é péssima.",2024-12-10 17:23:08.279638
302,138,51,3,,2025-06-22 17:23:08.279638
303,180,51,2,,2025-06-19 17:23:08.279638
304,112,51,2,,2024-11-09 17:23:08.279638
305,132,51,3,,2025-06-14 17:23:08.279638
306,194,51,3,"Sun Legacy tem momentos bons, mas poderia ser melhor.",2025-02-28 17:23:08.279638
307,1,52,3,,2025-05-17 17:23:08.280638
308,192,52,3,,2025-08-09 17:23:08.280638
309,183,52,3,"Bom filme, mas esperava mais de The Final Connection.",2025-08-29 17:23:08.280638
310,61,52,4,,2025-09-13 17:23:08.280638
311,35,52,3,,2025-09-18 17:23:08.280638
312,129,52,3,,2025-04-26 17:23:08.280638
313,121,53,4,,2025-03-12 17:23:08.280638
314,103,53,4,Midnight Legacy é uma obra-prima. Recomendo muito!,2025-02-25 17:23:08.280638
315,90,53,4,,2025-01-02 17:23:08.280638
316,55,53,3,"The Dream Protocol tem momentos bons, mas poderia ser melhor.",2024-12-13 17:23:08.280638
317,12,53,4,,2024-12-09 17:23:08.280638
318,52,53,4,The Shadow Syndicate é uma obra-prima. Recomendo muito!,2025-07-22 17:23:08.280638
319,157,54,3,Silent Run é um filme decente. Vale a pena assistir.,2025-08-27 17:23:08.280638
320,30,54,3,,2025-01-04 17:23:08.280638
321,149,54,3,Echoes of Lost é um filme decente. Vale a pena assistir.,2025-09-11 17:23:08.280638
322,171,54,4,Que filme incrível! Shadows of Dream merece todos os prêmios.,2025-04-29 17:23:08.280638
323,55,54,3,"The Dream Protocol tem momentos bons, mas poderia ser melhor.",2024-10-15 17:23:08.280638
324,170,55,3,,2025-05-20 17:23:08.280638
325,76,55,3,Echoes of Lost é um filme decente. Vale a pena assistir.,2024-10-07 17:23:08.280638
326,50,55,3,,2025-01-28 17:23:08.280638
327,59,55,3,"Bom filme, mas esperava mais de Silent Legacy.",2025-02-21 17:23:08.280638
328,137,55,3,,2025-09-16 17:23:08.280638
329,106,55,4,The Midnight Syndicate é uma obra-prima. Recomendo muito!,2024-11-13 17:23:08.280638
330,12,56,4,,2025-07-18 17:23:08.280638
331,21,56,3,,2024-12-20 17:23:08.280638
332,87,56,3,"Whispers of Sun tem momentos bons, mas poderia ser melhor.",2025-08-13 17:23:08.280638
333,126,56,4,,2025-03-11 17:23:08.280638
334,120,56,4,,2025-08-24 17:23:08.280638
335,133,56,3,"Bom filme, mas esperava mais de The Lost Adventure.",2025-09-09 17:23:08.280638
336,25,57,4,Jurassic Park é uma obra-prima. Recomendo muito!,2024-11-07 17:23:08.280638
337,165,57,3,,2025-07-10 17:23:08.280638
338,199,57,4,,2025-08-03 17:23:08.280638
339,134,57,3,Entretenimento razoável. Dark Dream cumpre seu propósito.,2024-12-25 17:23:08.280638
340,140,57,3,,2025-03-24 17:23:08.280638
341,100,57,4,Que filme incrível! The Midnight Paradox merece todos os prêmios.,2025-03-19 17:23:08.280638
342,175,58,4,The Final Protocol é uma obra-prima. Recomendo muito!,2025-02-14 17:23:08.280638
343,87,58,4,,2025-07-14 17:23:08.280638
344,106,58,4,,2025-08-16 17:23:08.280638
345,107,58,3,,2025-03-22 17:23:08.280638
346,150,58,3,"Bom filme, mas esperava mais de The Sun Adventure.",2025-06-08 17:23:08.280638
347,146,58,4,,2025-06-22 17:23:08.280638
348,58,59,3,,2025-05-04 17:23:08.280638
349,114,59,4,,2025-01-02 17:23:08.280638
350,97,59,3,Entretenimento razoável. Dream Party cumpre seu propósito.,2025-02-06 17:23:08.280638
351,122,59,3,,2024-10-06 17:23:08.280638
352,183,59,3,,2025-09-24 17:23:08.280638
353,108,59,3,,2025-02-17 17:23:08.280638
354,66,60,3,"Echo City tem momentos bons, mas poderia ser melhor.",2025-05-04 17:23:08.280638
355,84,60,2,,2025-05-10 17:23:08.280638
356,35,60,3,,2025-09-14 17:23:08.280638
357,115,60,3,,2025-07-20 17:23:08.280638
358,95,60,3,,2025-01-28 17:23:08.280638
359,43,60,3,,2025-07-26 17:23:08.280638
360,178,61,2,,2025-03-10 17:23:08.280638
361,125,61,3,,2025-07-09 17:23:08.280638
362,186,61,3,"Bom filme, mas esperava mais de The Silent Adventure.",2025-04-25 17:23:08.280638
363,143,61,3,,2025-07-27 17:23:08.280638
364,12,61,3,Pulp Fiction é um filme decente. Vale a pena assistir.,2025-07-05 17:23:08.280638
365,119,62,3,,2024-10-13 17:23:08.280638
366,6,62,3,"O Que É Isso, Companheiro? tem momentos bons, mas poderia ser melhor.",2024-10-26 17:23:08.280638
367,111,62,4,,2024-12-11 17:23:08.280638
368,176,62,3,,2024-11-22 17:23:08.280638
369,57,62,3,,2025-04-15 17:23:08.280638
370,71,62,3,,2025-03-30 17:23:08.280638
371,180,63,2,,2025-07-15 17:23:08.280638
372,40,63,3,,2025-04-23 17:23:08.280638
373,69,63,2,"Midnight Party tem uma premissa boa, mas a execução é péssima.",2024-10-22 17:23:08.280638
374,156,63,3,,2025-06-20 17:23:08.280638
375,116,63,2,,2024-10-03 17:23:08.280638
376,178,63,2,"The Final Directive tem uma premissa boa, mas a execução é péssima.",2025-01-21 17:23:08.280638
377,171,64,3,,2024-10-16 17:23:08.280638
378,20,64,4,,2025-08-18 17:23:08.280638
379,74,64,4,,2025-04-01 17:23:08.280638
380,33,64,3,,2025-08-19 17:23:08.280638
381,105,64,3,Entretenimento razoável. Echo Nights cumpre seu propósito.,2025-06-28 17:23:08.280638
382,127,64,4,,2024-11-18 17:23:08.280638
383,26,65,3,Entretenimento razoável. The Avengers cumpre seu propósito.,2025-09-30 17:23:08.280638
384,155,65,3,,2025-09-23 17:23:08.280638
385,122,65,3,The Echo Protocol é um filme decente. Vale a pena assistir.,2025-06-04 17:23:08.280638
386,26,65,3,,2025-07-15 17:23:08.280638
387,149,65,3,,2025-06-01 17:23:08.280638
388,150,65,4,Que filme incrível! The Sun Adventure merece todos os prêmios.,2025-05-04 17:23:08.280638
389,41,66,5,,2025-07-31 17:23:08.280638
390,129,66,3,,2025-03-14 17:23:08.280638
391,43,66,3,The Echo House é um filme decente. Vale a pena assistir.,2025-04-09 17:23:08.280638
392,187,66,4,,2025-08-17 17:23:08.280638
393,20,66,4,Adorei The Silence of the Lambs. Atuações incríveis e roteiro envolvente.,2025-03-06 17:23:08.280638
394,71,66,4,Que filme incrível! The Echo Promise merece todos os prêmios.,2025-04-18 17:23:08.280638
395,162,67,3,,2025-07-18 17:23:08.280638
396,101,67,3,,2025-03-23 17:23:08.280638
397,72,67,3,The Silent Directive é um filme decente. Vale a pena assistir.,2025-07-17 17:23:08.280638
398,179,67,3,,2025-09-26 17:23:08.280638
399,132,67,3,Shadow Nights é um filme decente. Vale a pena assistir.,2025-07-29 17:23:08.280638
400,24,67,3,,2025-09-04 17:23:08.280638
401,135,68,3,The Final Paradox é um filme decente. Vale a pena assistir.,2025-06-17 17:23:08.280638
402,3,68,3,Entretenimento razoável. Central do Brasil cumpre seu propósito.,2025-05-30 17:23:08.280638
403,59,68,3,,2025-06-14 17:23:08.280638
404,145,68,3,,2025-01-06 17:23:08.280638
405,105,68,4,Adorei Echo Nights. Atuações incríveis e roteiro envolvente.,2025-01-13 17:23:08.280638
406,32,68,3,,2025-03-22 17:23:08.280638
407,56,69,3,,2025-03-09 17:23:08.280638
408,153,69,2,,2024-10-22 17:23:08.280638
409,138,69,3,"Bom filme, mas esperava mais de Silent City.",2025-08-27 17:23:08.280638
410,196,69,3,"Silent Rising tem momentos bons, mas poderia ser melhor.",2025-06-22 17:23:08.280638
411,188,69,2,,2024-10-31 17:23:08.280638
412,10,69,3,"Dona Flor e Seus Dois Maridos tem momentos bons, mas poderia ser melhor.",2024-12-16 17:23:08.280638
413,145,70,3,,2024-11-11 17:23:08.280638
414,95,70,3,Entretenimento razoável. The Silent Paradox cumpre seu propósito.,2025-01-15 17:23:08.280638
